contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
SPXW241118C05805000,2024-11-15 20:54:24+00:00,5805.0,69.7,66.1,79.6,-51.89,-42.67621,38.0,10.0,0.3128883409118652,1.0,REGULAR,USD,2024-11-18
SPXW241118C05810000,2024-11-15 20:46:29+00:00,5810.0,58.11,60.0,73.0,-89.42999,-60.614067,31.0,296.0,0.2833476206970214,1.0,REGULAR,USD,2024-11-18
SPXW241118C05815000,2024-11-15 20:30:32+00:00,5815.0,59.6,55.6,68.3,-120.549995,-66.91646,23.0,7.0,0.27353631744384765,1.0,REGULAR,USD,2024-11-18
SPXW241118C05820000,2024-11-15 21:14:47+00:00,5820.0,58.59,51.1,63.6,-75.26001,-56.227123,33.0,326.0,0.2633740655517578,1.0,REGULAR,USD,2024-11-18
SPXW241118C05825000,2024-11-15 20:53:34+00:00,5825.0,49.43,46.8,60.4,-118.53001,-70.57037,25.0,78.0,0.2673260523986816,1.0,REGULAR,USD,2024-11-18
SPXW241118C05830000,2024-11-15 21:13:40+00:00,5830.0,49.58,47.6,52.0,-118.28999,-70.46524,95.0,57.0,0.22068040069580075,1.0,REGULAR,USD,2024-11-18
SPXW241118C05835000,2024-11-15 21:13:40+00:00,5835.0,45.31,33.9,59.3,-72.81,-61.640705,118.0,15.0,0.3184882604980468,1.0,REGULAR,USD,2024-11-18
SPXW241118C05840000,2024-11-15 21:07:06+00:00,5840.0,41.94,27.8,61.1,-71.259995,-62.950527,143.0,124.0,0.3607546835327148,1.0,REGULAR,USD,2024-11-18
SPXW241118C05845000,2024-11-15 20:53:41+00:00,5845.0,32.8,35.1,38.6,-69.490005,-67.9343,358.0,39.0,0.19301649276733396,1.0,REGULAR,USD,2024-11-18
SPXW241118C05850000,2024-11-15 21:13:12+00:00,5850.0,32.8,31.1,34.6,-68.31,-67.56008,1273.0,606.0,0.18650105499267577,1.0,REGULAR,USD,2024-11-18
SPXW241118C05855000,2024-11-15 21:14:47+00:00,5855.0,29.29,27.4,31.0,-76.22,-72.23959,790.0,51.0,0.18235070587158203,1.0,REGULAR,USD,2024-11-18
SPXW241118C05860000,2024-11-15 21:14:34+00:00,5860.0,25.5,24.0,28.5,-66.68,-72.33673,2075.0,60.0,0.18613484771728517,1.0,REGULAR,USD,2024-11-18
SPXW241118C05865000,2024-11-15 21:14:34+00:00,5865.0,22.1,21.5,22.3,-68.4,-75.58012,2378.0,21.0,0.15799792205810548,1.0,REGULAR,USD,2024-11-18
SPXW241118C05870000,2024-11-15 21:13:38+00:00,5870.0,19.15,18.4,19.1,-111.77999,-85.37386,6860.0,102.0,0.1532677447509766,1.0,REGULAR,USD,2024-11-18
SPXW241118C05875000,2024-11-15 21:14:59+00:00,5875.0,16.33,15.5,16.2,-73.78,-81.8777,4293.0,599.0,0.14926998199462893,0.0,REGULAR,USD,2024-11-18
SPXW241118C05880000,2024-11-15 21:14:34+00:00,5880.0,13.51,12.9,13.6,-63.189995,-82.38592,3474.0,172.0,0.14589782333374018,0.0,REGULAR,USD,2024-11-18
SPXW241118C05885000,2024-11-15 21:14:49+00:00,5885.0,11.27,10.6,11.0,-61.469997,-84.506454,3518.0,216.0,0.14049626602172854,0.0,REGULAR,USD,2024-11-18
SPXW241118C05890000,2024-11-15 21:13:17+00:00,5890.0,9.2,8.6,9.2,-104.57,-91.91351,3715.0,221.0,0.13990117919921874,0.0,REGULAR,USD,2024-11-18
SPXW241118C05895000,2024-11-15 21:14:36+00:00,5895.0,7.5,6.9,7.5,-73.52,-90.74303,2631.0,107.0,0.13820747055053711,0.0,REGULAR,USD,2024-11-18
SPXW241118C05900000,2024-11-15 21:14:57+00:00,5900.0,6.02,5.4,6.0,-44.5,-88.08393,24817.0,1192.0,0.13626962371826173,0.0,REGULAR,USD,2024-11-18
SPXW241118C05905000,2024-11-15 21:14:57+00:00,5905.0,4.79,4.2,4.7,-48.11,-90.945175,13377.0,63.0,0.13416393188476564,0.0,REGULAR,USD,2024-11-18
SPXW241118C05910000,2024-11-15 21:14:48+00:00,5910.0,3.75,3.2,3.7,-41.89,-91.78352,8276.0,107.0,0.1332178964233398,0.0,REGULAR,USD,2024-11-18
SPXW241118C05915000,2024-11-15 21:14:50+00:00,5915.0,2.85,2.45,2.85,-59.22,-95.40841,5947.0,26.0,0.13199720550537108,0.0,REGULAR,USD,2024-11-18
SPXW241118C05920000,2024-11-15 21:14:54+00:00,5920.0,2.25,1.85,2.2,-33.95,-93.78453,4738.0,192.0,0.13150892913818357,0.0,REGULAR,USD,2024-11-18
SPXW241118C05925000,2024-11-15 21:14:49+00:00,5925.0,1.7,1.35,1.55,-33.1,-95.11494,6727.0,1028.0,0.12848771911621093,0.0,REGULAR,USD,2024-11-18
SPXW241118C05930000,2024-11-15 21:14:53+00:00,5930.0,1.21,0.95,1.25,-31.990002,-96.35542,5892.0,136.0,0.13037979003906247,0.0,REGULAR,USD,2024-11-18
SPXW241118C05935000,2024-11-15 21:14:27+00:00,5935.0,0.9,0.65,0.95,-29.2,-97.00997,7196.0,31.0,0.13068496276855468,0.0,REGULAR,USD,2024-11-18
SPXW241118C05940000,2024-11-15 21:14:19+00:00,5940.0,0.65,0.45,0.7,-21.57,-97.074715,8033.0,340.0,0.13037979003906247,0.0,REGULAR,USD,2024-11-18
SPXW241118C05945000,2024-11-15 21:14:40+00:00,5945.0,0.55,0.3,0.55,-19.070002,-97.19674,4241.0,136.0,0.13196668823242189,0.0,REGULAR,USD,2024-11-18
SPXW241118C05950000,2024-11-15 21:14:53+00:00,5950.0,0.36,0.2,0.4,-16.49,-97.863495,9335.0,2053.0,0.131844619140625,0.0,REGULAR,USD,2024-11-18
SPXW241118C05955000,2024-11-15 21:13:52+00:00,5955.0,0.3,0.1,0.3,-14.7,-97.99999,4053.0,149.0,0.13257703369140628,0.0,REGULAR,USD,2024-11-18
SPXW241118C05960000,2024-11-15 21:13:27+00:00,5960.0,0.2,0.1,0.2,-12.78,-98.459175,5355.0,576.0,0.1313563427734375,0.0,REGULAR,USD,2024-11-18
SPXW241118C05965000,2024-11-15 21:14:45+00:00,5965.0,0.15,0.05,0.25,-10.85,-98.63637,2780.0,235.0,0.1419763537597656,0.0,REGULAR,USD,2024-11-18
SPXW241118C05970000,2024-11-15 21:14:41+00:00,5970.0,0.1,0.05,0.2,-9.4,-98.947365,3899.0,503.0,0.14380739013671873,0.0,REGULAR,USD,2024-11-18
SPXW241118C05975000,2024-11-15 21:12:38+00:00,5975.0,0.1,0.05,0.2,-7.57,-98.69622,2018.0,823.0,0.14991084472656252,0.0,REGULAR,USD,2024-11-18
SPXW241118C05980000,2024-11-15 21:05:31+00:00,5980.0,0.05,0.0,0.2,-6.96,-99.28673,2292.0,443.0,0.15613636840820314,0.0,REGULAR,USD,2024-11-18
SPXW241118C05985000,2024-11-15 21:14:03+00:00,5985.0,0.05,0.0,0.1,-5.0499997,-99.01961,1730.0,567.0,0.1489342919921875,0.0,REGULAR,USD,2024-11-18
SPXW241118C05990000,2024-11-15 21:12:44+00:00,5990.0,0.05,0.0,0.1,-4.25,-98.837204,2391.0,512.0,0.15479360839843753,0.0,REGULAR,USD,2024-11-18
SPXW241118C05995000,2024-11-15 21:01:16+00:00,5995.0,0.05,0.0,0.1,-3.47,-98.579544,718.0,584.0,0.1601646484375,0.0,REGULAR,USD,2024-11-18
SPXW241118C06000000,2024-11-15 21:09:02+00:00,6000.0,0.05,0.0,0.1,-2.6200001,-98.12734,2522.0,4445.0,0.16602396484375004,0.0,REGULAR,USD,2024-11-18
SPXW241118C06005000,2024-11-15 21:09:02+00:00,6005.0,0.05,0.0,0.1,-1.96,-97.51244,1260.0,570.0,0.1713950048828125,0.0,REGULAR,USD,2024-11-18
SPXW241118C06010000,2024-11-15 21:05:18+00:00,6010.0,0.05,0.0,0.05,-1.6700001,-97.093025,1412.0,711.0,0.1645591357421875,0.0,REGULAR,USD,2024-11-18
SPXW241118C06015000,2024-11-15 21:00:51+00:00,6015.0,0.05,0.0,0.05,-1.22,-96.062996,1269.0,476.0,0.16993017578125003,0.0,REGULAR,USD,2024-11-18
SPXW241118C06020000,2024-11-15 21:12:19+00:00,6020.0,0.05,0.0,0.0,-0.9,-94.73684,1236.0,493.0,0.12500875,0.0,REGULAR,USD,2024-11-18
SPXW241118C06025000,2024-11-15 21:14:22+00:00,6025.0,0.05,0.0,0.0,-0.59999996,-92.30769,3255.0,1427.0,0.12500875,0.0,REGULAR,USD,2024-11-18
SPXW241118C06030000,2024-11-15 20:55:49+00:00,6030.0,0.05,0.0,0.1,-0.35,-87.5,990.0,574.0,0.1992267578125,0.0,REGULAR,USD,2024-11-18
SPXW241118C06035000,2024-11-15 20:47:02+00:00,6035.0,0.05,0.0,0.1,-0.25,-83.33333,1110.0,1017.0,0.20459779785156246,0.0,REGULAR,USD,2024-11-18
SPXW241118C06040000,2024-11-15 20:55:19+00:00,6040.0,0.07,0.0,0.1,-0.13,-65.0,723.0,999.0,0.20996883789062498,0.0,REGULAR,USD,2024-11-18
SPXW241118C06045000,2024-11-15 19:47:19+00:00,6045.0,0.06,0.0,0.1,-0.09,-60.000004,147.0,829.0,0.2153398779296875,0.0,REGULAR,USD,2024-11-18
SPXW241118C06050000,2024-11-15 20:56:22+00:00,6050.0,0.05,0.0,0.05,-0.15,-75.0,964.0,2572.0,0.20606262695312497,0.0,REGULAR,USD,2024-11-18
SPXW241118C06055000,2024-11-15 20:53:08+00:00,6055.0,0.05,0.0,0.1,-0.05,-50.0,80.0,527.0,0.2260819580078125,0.0,REGULAR,USD,2024-11-18
SPXW241118C06060000,2024-11-15 18:35:56+00:00,6060.0,0.07,0.0,0.05,0.02,39.999996,220.0,749.0,0.215828154296875,0.0,REGULAR,USD,2024-11-18
SPXW241118C06065000,2024-11-15 19:03:18+00:00,6065.0,0.07,0.0,0.1,-0.009999998,-12.499998,236.0,366.0,0.23731231445312498,0.0,REGULAR,USD,2024-11-18
SPXW241118C06070000,2024-11-15 19:59:12+00:00,6070.0,0.07,0.0,0.05,0.02,39.999996,60.0,636.0,0.2260819580078125,0.0,REGULAR,USD,2024-11-18
SPXW241118C06075000,2024-11-15 19:49:14+00:00,6075.0,0.05,0.0,0.1,-0.05,-50.0,408.0,745.0,0.2475661181640625,0.0,REGULAR,USD,2024-11-18
SPXW241118C06080000,2024-11-15 20:58:45+00:00,6080.0,0.05,0.0,0.05,0.0,0.0,59.0,509.0,0.23633576171874998,0.0,REGULAR,USD,2024-11-18
SPXW241118C06085000,2024-11-15 18:43:47+00:00,6085.0,0.08,0.0,0.1,-0.020000003,-20.000004,4.0,535.0,0.25830819824218754,0.0,REGULAR,USD,2024-11-18
SPXW241118C06090000,2024-11-15 18:43:47+00:00,6090.0,0.07,0.0,0.05,0.02,39.999996,41.0,968.0,0.2461012890625,0.0,REGULAR,USD,2024-11-18
SPXW241118C06100000,2024-11-15 20:21:13+00:00,6100.0,0.05,0.0,0.05,0.0,0.0,873.0,1457.0,0.25586681640625003,0.0,REGULAR,USD,2024-11-18
SPXW241118C06110000,2024-11-15 20:37:53+00:00,6110.0,0.05,0.0,0.05,-0.02,-28.571426,5.0,1160.0,0.26563234375,0.0,REGULAR,USD,2024-11-18
SPXW241118C06120000,2024-11-15 20:46:02+00:00,6120.0,0.05,0.0,0.05,0.0,0.0,9.0,1700.0,0.27539787109374997,0.0,REGULAR,USD,2024-11-18
SPXW241118C06125000,2024-11-15 17:08:38+00:00,6125.0,0.05,0.0,0.1,0.0,0.0,147.0,2526.0,0.3002999658203125,0.0,REGULAR,USD,2024-11-18
SPXW241118C06130000,2024-11-15 15:18:14+00:00,6130.0,0.05,0.0,0.05,0.0,0.0,26.0,936.0,0.28516339843749994,0.0,REGULAR,USD,2024-11-18
SPXW241118C06140000,2024-11-15 16:17:50+00:00,6140.0,0.07,0.0,0.05,0.02,39.999996,14.0,695.0,0.29492892578124996,0.0,REGULAR,USD,2024-11-18
SPXW241118C06150000,2024-11-15 17:32:50+00:00,6150.0,0.05,0.0,0.05,-0.02,-28.571426,4.0,1284.0,0.304694453125,0.0,REGULAR,USD,2024-11-18
SPXW241118C06175000,2024-11-14 20:16:47+00:00,6175.0,0.05,0.0,0.1,0.0,0.0,159.0,709.0,0.35156898437499995,0.0,REGULAR,USD,2024-11-18
SPXW241118C06200000,2024-11-14 20:16:26+00:00,6200.0,0.05,0.0,0.1,0.0,0.0,135.0,4211.0,0.3764710791015625,0.0,REGULAR,USD,2024-11-18
SPXW241118C06225000,2024-11-13 17:55:42+00:00,6225.0,0.1,0.0,0.1,0.0,0.0,2.0,602.0,0.401373173828125,0.0,REGULAR,USD,2024-11-18
SPXW241118C06250000,2024-11-13 20:03:07+00:00,6250.0,0.05,0.0,0.05,0.0,0.0,3.0,84.0,0.40039662109375,0.0,REGULAR,USD,2024-11-18
SPXW241118C06300000,2024-11-14 19:22:55+00:00,6300.0,0.05,0.0,0.05,0.0,0.0,100.0,573.0,0.446294599609375,0.0,REGULAR,USD,2024-11-18
SPXW241118C06350000,2024-11-12 18:00:34+00:00,6350.0,0.1,0.0,0.1,0.0,0.0,2.0,5.0,0.5224657128906249,0.0,REGULAR,USD,2024-11-18
SPXW241118C06400000,2024-11-11 19:42:14+00:00,6400.0,0.12,0.0,0.05,0.0,0.0,20.0,24.0,0.507817421875,0.0,REGULAR,USD,2024-11-18
SPXW241118C06500000,2024-11-13 16:41:13+00:00,6500.0,0.05,0.0,0.05,0.0,0.0,2.0,105.0,0.5898478515625001,0.0,REGULAR,USD,2024-11-18
SPXW241118C06600000,2024-11-11 19:04:25+00:00,6600.0,0.1,0.0,0.05,0.0,0.0,1.0,72.0,0.6718782812500002,0.0,REGULAR,USD,2024-11-18
SPXW241118C07000000,2024-11-08 15:22:46+00:00,7000.0,0.05,0.0,0.05,0.0,0.0,30.0,30.0,0.9765627343750001,0.0,REGULAR,USD,2024-11-18
SPXW241118C07200000,2024-11-06 16:32:57+00:00,7200.0,0.05,0.0,0.05,0.0,0.0,,1.0,1.125004375,0.0,REGULAR,USD,2024-11-18
SPXW241118C07400000,2024-11-06 16:39:43+00:00,7400.0,0.05,0.0,0.05,0.0,0.0,,1.0,1.26172244140625,0.0,REGULAR,USD,2024-11-18
SPXW241119C04000000,2024-11-04 16:42:45+00:00,4000.0,1721.79,0.0,0.0,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C04900000,2024-10-31 15:57:32+00:00,4900.0,839.31,0.0,0.0,0.0,0.0,1.0,5.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C04950000,2024-10-16 14:03:47+00:00,4950.0,893.0,0.0,0.0,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05000000,2024-11-04 16:42:45+00:00,5000.0,728.84,0.0,0.0,0.0,0.0,1.0,6.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05100000,2024-11-15 19:53:07+00:00,5100.0,765.32,0.0,0.0,-107.0,-12.26614,3.0,25.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05400000,2024-11-08 19:33:58+00:00,5400.0,614.19,0.0,0.0,0.0,0.0,2.0,6.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05425000,2024-10-30 17:18:55+00:00,5425.0,440.04,0.0,0.0,0.0,0.0,,40.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05450000,2024-11-11 15:06:02+00:00,5450.0,563.12,0.0,0.0,0.0,0.0,10.0,49.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05475000,2024-10-30 17:17:07+00:00,5475.0,392.8,0.0,0.0,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05500000,2024-11-11 20:51:37+00:00,5500.0,506.16,0.0,0.0,0.0,0.0,7.0,47.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05525000,2024-10-18 18:39:35+00:00,5525.0,385.84,0.0,0.0,0.0,0.0,8.0,4.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05530000,2024-11-11 20:25:09+00:00,5530.0,475.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05550000,2024-11-11 15:41:07+00:00,5550.0,468.45,0.0,0.0,0.0,0.0,1.0,13.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05560000,2024-11-04 16:26:01+00:00,5560.0,218.12,0.0,0.0,0.0,0.0,,1.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05570000,2024-11-07 19:58:49+00:00,5570.0,414.61,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05575000,2024-11-11 14:40:10+00:00,5575.0,446.34,0.0,0.0,0.0,0.0,1.0,2.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05580000,2024-11-12 15:33:58+00:00,5580.0,419.7,0.0,0.0,0.0,0.0,2.0,1.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05600000,2024-11-12 15:47:07+00:00,5600.0,396.7,0.0,0.0,0.0,0.0,6.0,7.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05610000,2024-10-30 15:19:38+00:00,5610.0,271.55,0.0,0.0,0.0,0.0,,7.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
SPXW241119C05620000,2024-11-12 15:33:58+00:00,5620.0,379.8,0.0,0.0,0.0,0.0,2.0,2.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-19
