contractSymbol,strike,Time to Maturity (Years),fairPrice
SPXW241118C05935000,5935.0,0.005479452054794521,0.8
SPXW241118C05940000,5940.0,0.005479452054794521,0.575
SPXW241118C05945000,5945.0,0.005479452054794521,0.42500000000000004
SPXW241118C05950000,5950.0,0.005479452054794521,0.30000000000000004
SPXW241118C05955000,5955.0,0.005479452054794521,0.2
SPXW241118C05960000,5960.0,0.005479452054794521,0.15000000000000002
SPXW241118C05965000,5965.0,0.005479452054794521,0.15
SPXW241118C05970000,5970.0,0.005479452054794521,0.125
SPXW241118C05975000,5975.0,0.005479452054794521,0.125
SPXW241118C05980000,5980.0,0.005479452054794521,0.05
SPXW241118C05985000,5985.0,0.005479452054794521,0.05
SPXW241118C05990000,5990.0,0.005479452054794521,0.05
SPXW241118C05995000,5995.0,0.005479452054794521,0.05
SPXW241118C06000000,6000.0,0.005479452054794521,0.05
SPXW241118C06005000,6005.0,0.005479452054794521,0.05
SPXW241118C06010000,6010.0,0.005479452054794521,0.05
SPXW241118C06015000,6015.0,0.005479452054794521,0.05
SPXW241118C06020000,6020.0,0.005479452054794521,0.05
SPXW241118C06025000,6025.0,0.005479452054794521,0.05
SPXW241118C06030000,6030.0,0.005479452054794521,0.05
SPXW241118C06035000,6035.0,0.005479452054794521,0.05
SPXW241118C06040000,6040.0,0.005479452054794521,0.07
SPXW241118C06045000,6045.0,0.005479452054794521,0.06
SPXW241118C06050000,6050.0,0.005479452054794521,0.05
SPXW241118C06055000,6055.0,0.005479452054794521,0.05
SPXW241118C06060000,6060.0,0.005479452054794521,0.07
SPXW241118C06065000,6065.0,0.005479452054794521,0.07
SPXW241118C06070000,6070.0,0.005479452054794521,0.07
SPXW241118C06075000,6075.0,0.005479452054794521,0.05
SPXW241118C06080000,6080.0,0.005479452054794521,0.05
SPXW241118C06085000,6085.0,0.005479452054794521,0.08
SPXW241118C06090000,6090.0,0.005479452054794521,0.07
SPXW241118C06100000,6100.0,0.005479452054794521,0.05
SPXW241118C06110000,6110.0,0.005479452054794521,0.05
SPXW241118C06120000,6120.0,0.005479452054794521,0.05
SPXW241118C06125000,6125.0,0.005479452054794521,0.05
SPXW241118C06130000,6130.0,0.005479452054794521,0.05
SPXW241118C06140000,6140.0,0.005479452054794521,0.07
SPXW241118C06150000,6150.0,0.005479452054794521,0.05
SPXW241118C06175000,6175.0,0.005479452054794521,0.05
SPXW241118C06200000,6200.0,0.005479452054794521,0.05
SPXW241118C06225000,6225.0,0.005479452054794521,0.1
SPXW241118C06250000,6250.0,0.005479452054794521,0.05
SPXW241118C06300000,6300.0,0.005479452054794521,0.05
SPXW241118C06350000,6350.0,0.005479452054794521,0.1
SPXW241118C06400000,6400.0,0.005479452054794521,0.12
SPXW241118C06500000,6500.0,0.005479452054794521,0.05
SPXW241118C06600000,6600.0,0.005479452054794521,0.1
SPXW241118C07000000,7000.0,0.005479452054794521,0.05
SPXW241118C07200000,7200.0,0.005479452054794521,0.05
SPXW241118C07400000,7400.0,0.005479452054794521,0.05
SPXW241119C04000000,4000.0,0.00821917808219178,1721.79
SPXW241119C04900000,4900.0,0.00821917808219178,839.31
SPXW241119C04950000,4950.0,0.00821917808219178,893.0
SPXW241119C05000000,5000.0,0.00821917808219178,728.84
SPXW241119C05100000,5100.0,0.00821917808219178,765.32
SPXW241119C05400000,5400.0,0.00821917808219178,614.19
SPXW241119C05425000,5425.0,0.00821917808219178,440.04
SPXW241119C05450000,5450.0,0.00821917808219178,563.12
SPXW241119C05475000,5475.0,0.00821917808219178,392.8
SPXW241119C05500000,5500.0,0.00821917808219178,506.16
SPXW241119C05525000,5525.0,0.00821917808219178,385.84
SPXW241119C05530000,5530.0,0.00821917808219178,475.7
SPXW241119C05550000,5550.0,0.00821917808219178,468.45
SPXW241119C05560000,5560.0,0.00821917808219178,218.12
SPXW241119C05570000,5570.0,0.00821917808219178,414.61
SPXW241119C05575000,5575.0,0.00821917808219178,446.34
SPXW241119C05580000,5580.0,0.00821917808219178,419.7
SPXW241119C05600000,5600.0,0.00821917808219178,396.7
SPXW241119C05610000,5610.0,0.00821917808219178,271.55
SPXW241119C05620000,5620.0,0.00821917808219178,379.8
SPXW241119C05625000,5625.0,0.00821917808219178,356.0
SPXW241119C05630000,5630.0,0.00821917808219178,370.35
SPXW241119C05650000,5650.0,0.00821917808219178,337.71
SPXW241119C05660000,5660.0,0.00821917808219178,146.41
SPXW241119C05670000,5670.0,0.00821917808219178,318.62
SPXW241119C05675000,5675.0,0.00821917808219178,119.57
SPXW241119C05680000,5680.0,0.00821917808219178,231.0
SPXW241119C05685000,5685.0,0.00821917808219178,208.77
SPXW241119C05695000,5695.0,0.00821917808219178,131.82
SPXW241119C05700000,5700.0,0.00821917808219178,178.17
SPXW241119C05705000,5705.0,0.00821917808219178,106.6
SPXW241119C05710000,5710.0,0.00821917808219178,107.5
SPXW241119C05715000,5715.0,0.00821917808219178,245.39
SPXW241119C05720000,5720.0,0.00821917808219178,170.92
SPXW241119C05725000,5725.0,0.00821917808219178,142.39
SPXW241119C05730000,5730.0,0.00821917808219178,260.1
SPXW241119C05735000,5735.0,0.00821917808219178,231.49
SPXW241119C05740000,5740.0,0.00821917808219178,251.37
SPXW241119C05745000,5745.0,0.00821917808219178,186.0
SPXW241119C05750000,5750.0,0.00821917808219178,129.12
SPXW241119C05755000,5755.0,0.00821917808219178,154.2
SPXW241119C05760000,5760.0,0.00821917808219178,254.4
SPXW241119C05765000,5765.0,0.00821917808219178,92.4
SPXW241119C05770000,5770.0,0.00821917808219178,109.19999999999999
SPXW241119C05775000,5775.0,0.00821917808219178,103.55000000000001
SPXW241119C05780000,5780.0,0.00821917808219178,99.0
SPXW241119C05785000,5785.0,0.00821917808219178,95.05000000000001
SPXW241119C05790000,5790.0,0.00821917808219178,90.45
SPXW241119C05795000,5795.0,0.00821917808219178,85.85
SPXW241119C05800000,5800.0,0.00821917808219178,81.30000000000001
SPXW241119C05805000,5805.0,0.00821917808219178,76.85
SPXW241119C05810000,5810.0,0.00821917808219178,72.35
SPXW241119C05815000,5815.0,0.00821917808219178,68.05
SPXW241119C05820000,5820.0,0.00821917808219178,63.75
SPXW241119C05825000,5825.0,0.00821917808219178,59.55
SPXW241119C05830000,5830.0,0.00821917808219178,55.400000000000006
SPXW241119C05835000,5835.0,0.00821917808219178,51.400000000000006
SPXW241119C05840000,5840.0,0.00821917808219178,47.5
SPXW241119C05845000,5845.0,0.00821917808219178,43.349999999999994
SPXW241119C05850000,5850.0,0.00821917808219178,39.400000000000006
SPXW241119C05855000,5855.0,0.00821917808219178,35.5
SPXW241119C05860000,5860.0,0.00821917808219178,32.6
SPXW241119C05865000,5865.0,0.00821917808219178,29.4
SPXW241119C05870000,5870.0,0.00821917808219178,26.35
SPXW241119C05875000,5875.0,0.00821917808219178,23.5
SPXW241119C05880000,5880.0,0.00821917808219178,20.8
SPXW241119C05885000,5885.0,0.00821917808219178,18.3
SPXW241119C05890000,5890.0,0.00821917808219178,16.0
SPXW241119C05895000,5895.0,0.00821917808219178,13.899999999999999
SPXW241119C05900000,5900.0,0.00821917808219178,11.899999999999999
SPXW241119C05905000,5905.0,0.00821917808219178,10.15
SPXW241119C05910000,5910.0,0.00821917808219178,8.600000000000001
SPXW241119C05915000,5915.0,0.00821917808219178,7.2
SPXW241119C05920000,5920.0,0.00821917808219178,5.95
SPXW241119C05925000,5925.0,0.00821917808219178,4.95
SPXW241119C05930000,5930.0,0.00821917808219178,4.05
SPXW241119C05935000,5935.0,0.00821917808219178,3.25
SPXW241119C05940000,5940.0,0.00821917808219178,2.6
SPXW241119C05945000,5945.0,0.00821917808219178,2.0250000000000004
SPXW241119C05950000,5950.0,0.00821917808219178,1.575
SPXW241119C05955000,5955.0,0.00821917808219178,1.25
SPXW241119C05960000,5960.0,0.00821917808219178,0.9500000000000001
SPXW241119C05965000,5965.0,0.00821917808219178,0.7
SPXW241119C05970000,5970.0,0.00821917808219178,0.525
SPXW241119C05975000,5975.0,0.00821917808219178,0.4
SPXW241119C05980000,5980.0,0.00821917808219178,0.30000000000000004
SPXW241119C05985000,5985.0,0.00821917808219178,0.25
SPXW241119C05990000,5990.0,0.00821917808219178,0.22499999999999998
SPXW241119C05995000,5995.0,0.00821917808219178,0.175
SPXW241119C06000000,6000.0,0.00821917808219178,0.15
SPXW241119C06005000,6005.0,0.00821917808219178,0.05
SPXW241119C06010000,6010.0,0.00821917808219178,0.1
SPXW241119C06015000,6015.0,0.00821917808219178,0.14
SPXW241119C06020000,6020.0,0.00821917808219178,0.1
SPXW241119C06025000,6025.0,0.00821917808219178,0.05
SPXW241119C06030000,6030.0,0.00821917808219178,0.1
SPXW241119C06035000,6035.0,0.00821917808219178,0.1
SPXW241119C06040000,6040.0,0.00821917808219178,0.1
SPXW241119C06045000,6045.0,0.00821917808219178,0.05
SPXW241119C06050000,6050.0,0.00821917808219178,0.06
SPXW241119C06060000,6060.0,0.00821917808219178,0.05
SPXW241119C06070000,6070.0,0.00821917808219178,0.05
SPXW241119C06075000,6075.0,0.00821917808219178,0.05
SPXW241119C06080000,6080.0,0.00821917808219178,0.06
SPXW241119C06085000,6085.0,0.00821917808219178,0.05
SPXW241119C06090000,6090.0,0.00821917808219178,0.07
SPXW241119C06100000,6100.0,0.00821917808219178,0.05
SPXW241119C06110000,6110.0,0.00821917808219178,0.05
SPXW241119C06120000,6120.0,0.00821917808219178,0.06
SPXW241119C06125000,6125.0,0.00821917808219178,0.07
SPXW241119C06130000,6130.0,0.00821917808219178,0.07
SPXW241119C06150000,6150.0,0.00821917808219178,0.1
SPXW241119C06175000,6175.0,0.00821917808219178,0.07
SPXW241119C06200000,6200.0,0.00821917808219178,0.05
SPXW241119C06225000,6225.0,0.00821917808219178,0.05
SPXW241119C06250000,6250.0,0.00821917808219178,0.1
SPXW241119C06300000,6300.0,0.00821917808219178,0.05
SPXW241119C06400000,6400.0,0.00821917808219178,0.1
SPXW241119C06500000,6500.0,0.00821917808219178,0.05
SPXW241119C06600000,6600.0,0.00821917808219178,0.2
SPXW241119C06800000,6800.0,0.00821917808219178,0.1
SPXW241120C03000000,3000.0,0.010958904109589041,2949.8
SPXW241120C04000000,4000.0,0.010958904109589041,1729.14
SPXW241120C04800000,4800.0,0.010958904109589041,1051.71
SPXW241120C04900000,4900.0,0.010958904109589041,844.93
SPXW241120C05000000,5000.0,0.010958904109589041,736.49
SPXW241120C05300000,5300.0,0.010958904109589041,691.32
SPXW241120C05350000,5350.0,0.010958904109589041,622.3
SPXW241120C05375000,5375.0,0.010958904109589041,486.33
SPXW241120C05425000,5425.0,0.010958904109589041,597.27
SPXW241120C05475000,5475.0,0.010958904109589041,396.48
SPXW241120C05510000,5510.0,0.010958904109589041,267.7
SPXW241120C05525000,5525.0,0.010958904109589041,411.68
SPXW241120C05540000,5540.0,0.010958904109589041,242.75
SPXW241120C05570000,5570.0,0.010958904109589041,426.36
SPXW241120C05575000,5575.0,0.010958904109589041,361.73
SPXW241120C05580000,5580.0,0.010958904109589041,443.24
SPXW241120C05600000,5600.0,0.010958904109589041,374.97
SPXW241120C05620000,5620.0,0.010958904109589041,247.2
SPXW241120C05625000,5625.0,0.010958904109589041,382.12
SPXW241120C05635000,5635.0,0.010958904109589041,364.53
SPXW241120C05640000,5640.0,0.010958904109589041,179.04
SPXW241120C05650000,5650.0,0.010958904109589041,234.0
SPXW241120C05655000,5655.0,0.010958904109589041,155.4
SPXW241120C05660000,5660.0,0.010958904109589041,206.23
SPXW241120C05665000,5665.0,0.010958904109589041,143.8
SPXW241120C05670000,5670.0,0.010958904109589041,142.4
SPXW241120C05675000,5675.0,0.010958904109589041,324.22
SPXW241120C05680000,5680.0,0.010958904109589041,139.9
SPXW241120C05685000,5685.0,0.010958904109589041,133.52
SPXW241120C05690000,5690.0,0.010958904109589041,237.57
SPXW241120C05695000,5695.0,0.010958904109589041,171.96
SPXW241120C05700000,5700.0,0.010958904109589041,303.42
SPXW241120C05705000,5705.0,0.010958904109589041,120.1
SPXW241120C05710000,5710.0,0.010958904109589041,303.52
SPXW241120C05715000,5715.0,0.010958904109589041,287.07
SPXW241120C05720000,5720.0,0.010958904109589041,254.72
SPXW241120C05725000,5725.0,0.010958904109589041,284.57
SPXW241120C05730000,5730.0,0.010958904109589041,142.5
SPXW241120C05735000,5735.0,0.010958904109589041,231.98
SPXW241120C05740000,5740.0,0.010958904109589041,133.15
SPXW241120C05745000,5745.0,0.010958904109589041,135.55
SPXW241120C05750000,5750.0,0.010958904109589041,129.95
SPXW241120C05755000,5755.0,0.010958904109589041,126.10000000000001
SPXW241120C05760000,5760.0,0.010958904109589041,121.35
SPXW241120C05765000,5765.0,0.010958904109589041,116.69999999999999
SPXW241120C05770000,5770.0,0.010958904109589041,112.05
SPXW241120C05775000,5775.0,0.010958904109589041,107.5
SPXW241120C05780000,5780.0,0.010958904109589041,102.95
SPXW241120C05785000,5785.0,0.010958904109589041,98.44999999999999
SPXW241120C05790000,5790.0,0.010958904109589041,94.0
SPXW241120C05795000,5795.0,0.010958904109589041,89.55
SPXW241120C05800000,5800.0,0.010958904109589041,85.19999999999999
SPXW241120C05805000,5805.0,0.010958904109589041,80.9
SPXW241120C05810000,5810.0,0.010958904109589041,76.65
SPXW241120C05815000,5815.0,0.010958904109589041,72.44999999999999
SPXW241120C05820000,5820.0,0.010958904109589041,68.4
SPXW241120C05825000,5825.0,0.010958904109589041,64.4
SPXW241120C05830000,5830.0,0.010958904109589041,60.5
SPXW241120C05835000,5835.0,0.010958904109589041,56.65
SPXW241120C05840000,5840.0,0.010958904109589041,52.95
SPXW241120C05845000,5845.0,0.010958904109589041,49.3
SPXW241120C05850000,5850.0,0.010958904109589041,44.45
SPXW241120C05855000,5855.0,0.010958904109589041,42.35
SPXW241120C05860000,5860.0,0.010958904109589041,38.65
SPXW241120C05865000,5865.0,0.010958904109589041,35.6
SPXW241120C05870000,5870.0,0.010958904109589041,32.55
SPXW241120C05875000,5875.0,0.010958904109589041,29.7
SPXW241120C05880000,5880.0,0.010958904109589041,26.950000000000003
SPXW241120C05885000,5885.0,0.010958904109589041,24.35
SPXW241120C05890000,5890.0,0.010958904109589041,21.9
SPXW241120C05895000,5895.0,0.010958904109589041,19.6
SPXW241120C05900000,5900.0,0.010958904109589041,17.450000000000003
SPXW241120C05905000,5905.0,0.010958904109589041,15.399999999999999
SPXW241120C05910000,5910.0,0.010958904109589041,13.600000000000001
SPXW241120C05915000,5915.0,0.010958904109589041,11.85
SPXW241120C05920000,5920.0,0.010958904109589041,10.3
SPXW241120C05925000,5925.0,0.010958904109589041,8.85
SPXW241120C05930000,5930.0,0.010958904109589041,7.6
SPXW241120C05935000,5935.0,0.010958904109589041,6.45
SPXW241120C05940000,5940.0,0.010958904109589041,5.45
SPXW241120C05950000,5950.0,0.010958904109589041,3.8
SPXW241120C05955000,5955.0,0.010958904109589041,3.15
SPXW241120C05960000,5960.0,0.010958904109589041,2.55
SPXW241120C05965000,5965.0,0.010958904109589041,2.075
SPXW241120C05970000,5970.0,0.010958904109589041,1.675
SPXW241120C05975000,5975.0,0.010958904109589041,1.375
SPXW241120C05980000,5980.0,0.010958904109589041,1.075
SPXW241120C05985000,5985.0,0.010958904109589041,0.875
SPXW241120C05990000,5990.0,0.010958904109589041,0.675
SPXW241120C05995000,5995.0,0.010958904109589041,0.525
SPXW241120C06000000,6000.0,0.010958904109589041,0.45
SPXW241120C06005000,6005.0,0.010958904109589041,0.275
SPXW241120C06010000,6010.0,0.010958904109589041,0.30000000000000004
SPXW241120C06015000,6015.0,0.010958904109589041,0.25
SPXW241120C06020000,6020.0,0.010958904109589041,0.2
SPXW241120C06025000,6025.0,0.010958904109589041,0.19999999999999998
SPXW241120C06030000,6030.0,0.010958904109589041,0.175
SPXW241120C06035000,6035.0,0.010958904109589041,0.175
SPXW241120C06040000,6040.0,0.010958904109589041,0.175
SPXW241120C06045000,6045.0,0.010958904109589041,0.05
SPXW241120C06050000,6050.0,0.010958904109589041,0.1
SPXW241120C06055000,6055.0,0.010958904109589041,0.05
SPXW241120C06060000,6060.0,0.010958904109589041,0.05
SPXW241120C06065000,6065.0,0.010958904109589041,0.05
SPXW241120C06070000,6070.0,0.010958904109589041,0.05
SPXW241120C06075000,6075.0,0.010958904109589041,0.05
SPXW241120C06080000,6080.0,0.010958904109589041,0.07
SPXW241120C06085000,6085.0,0.010958904109589041,0.07
SPXW241120C06090000,6090.0,0.010958904109589041,0.1
SPXW241120C06100000,6100.0,0.010958904109589041,0.15
SPXW241120C06110000,6110.0,0.010958904109589041,0.05
SPXW241120C06120000,6120.0,0.010958904109589041,0.06
SPXW241120C06125000,6125.0,0.010958904109589041,0.05
SPXW241120C06130000,6130.0,0.010958904109589041,0.07
SPXW241120C06140000,6140.0,0.010958904109589041,0.05
SPXW241120C06150000,6150.0,0.010958904109589041,0.05
SPXW241120C06175000,6175.0,0.010958904109589041,0.1
SPXW241120C06200000,6200.0,0.010958904109589041,0.1
SPXW241120C06225000,6225.0,0.010958904109589041,0.05
SPXW241120C06250000,6250.0,0.010958904109589041,0.07
SPXW241120C06300000,6300.0,0.010958904109589041,0.07
SPXW241120C06400000,6400.0,0.010958904109589041,0.1
SPXW241120C06500000,6500.0,0.010958904109589041,0.05
SPXW241120C06600000,6600.0,0.010958904109589041,0.07
SPXW241120C06800000,6800.0,0.010958904109589041,0.05
SPXW241121C04000000,4000.0,0.0136986301369863,1774.34
SPXW241121C04900000,4900.0,0.0136986301369863,846.41
SPXW241121C05000000,5000.0,0.0136986301369863,780.52
SPXW241121C05250000,5250.0,0.0136986301369863,741.8
SPXW241121C05300000,5300.0,0.0136986301369863,691.67
SPXW241121C05400000,5400.0,0.0136986301369863,591.95
SPXW241121C05475000,5475.0,0.0136986301369863,517.09
SPXW241121C05500000,5500.0,0.0136986301369863,424.83
SPXW241121C05520000,5520.0,0.0136986301369863,426.94
SPXW241121C05530000,5530.0,0.0136986301369863,416.38
SPXW241121C05550000,5550.0,0.0136986301369863,439.43
SPXW241121C05580000,5580.0,0.0136986301369863,288.28
SPXW241121C05590000,5590.0,0.0136986301369863,405.53
SPXW241121C05600000,5600.0,0.0136986301369863,394.22
SPXW241121C05610000,5610.0,0.0136986301369863,264.14
SPXW241121C05640000,5640.0,0.0136986301369863,169.61
SPXW241121C05655000,5655.0,0.0136986301369863,158.66
SPXW241121C05660000,5660.0,0.0136986301369863,157.84
SPXW241121C05670000,5670.0,0.0136986301369863,208.66
SPXW241121C05675000,5675.0,0.0136986301369863,213.13
SPXW241121C05680000,5680.0,0.0136986301369863,139.88
SPXW241121C05700000,5700.0,0.0136986301369863,181.2
SPXW241121C05705000,5705.0,0.0136986301369863,175.55
SPXW241121C05710000,5710.0,0.0136986301369863,171.75
SPXW241121C05720000,5720.0,0.0136986301369863,162.3
SPXW241121C05725000,5725.0,0.0136986301369863,157.65
SPXW241121C05730000,5730.0,0.0136986301369863,153.0
SPXW241121C05735000,5735.0,0.0136986301369863,148.39999999999998
SPXW241121C05740000,5740.0,0.0136986301369863,143.85
SPXW241121C05745000,5745.0,0.0136986301369863,139.3
SPXW241121C05750000,5750.0,0.0136986301369863,134.75
SPXW241121C05755000,5755.0,0.0136986301369863,130.3
SPXW241121C05760000,5760.0,0.0136986301369863,125.85
SPXW241121C05765000,5765.0,0.0136986301369863,121.45
SPXW241121C05770000,5770.0,0.0136986301369863,117.1
SPXW241121C05775000,5775.0,0.0136986301369863,112.75
SPXW241121C05780000,5780.0,0.0136986301369863,108.5
SPXW241121C05785000,5785.0,0.0136986301369863,104.3
SPXW241121C05790000,5790.0,0.0136986301369863,100.15
SPXW241121C05795000,5795.0,0.0136986301369863,96.05
SPXW241121C05800000,5800.0,0.0136986301369863,92.0
SPXW241121C05805000,5805.0,0.0136986301369863,88.0
SPXW241121C05810000,5810.0,0.0136986301369863,84.1
SPXW241121C05815000,5815.0,0.0136986301369863,80.25
SPXW241121C05820000,5820.0,0.0136986301369863,76.44999999999999
SPXW241121C05825000,5825.0,0.0136986301369863,72.75
SPXW241121C05830000,5830.0,0.0136986301369863,69.15
SPXW241121C05835000,5835.0,0.0136986301369863,65.55000000000001
SPXW241121C05840000,5840.0,0.0136986301369863,62.05
SPXW241121C05845000,5845.0,0.0136986301369863,58.65
SPXW241121C05850000,5850.0,0.0136986301369863,54.9
SPXW241121C05855000,5855.0,0.0136986301369863,51.849999999999994
SPXW241121C05860000,5860.0,0.0136986301369863,48.8
SPXW241121C05865000,5865.0,0.0136986301369863,45.75
SPXW241121C05870000,5870.0,0.0136986301369863,42.6
SPXW241121C05875000,5875.0,0.0136986301369863,39.7
SPXW241121C05880000,5880.0,0.0136986301369863,37.0
SPXW241121C05885000,5885.0,0.0136986301369863,34.4
SPXW241121C05890000,5890.0,0.0136986301369863,31.8
SPXW241121C05900000,5900.0,0.0136986301369863,27.049999999999997
SPXW241121C05905000,5905.0,0.0136986301369863,24.85
SPXW241121C05910000,5910.0,0.0136986301369863,22.75
SPXW241121C05915000,5915.0,0.0136986301369863,20.75
SPXW241121C05920000,5920.0,0.0136986301369863,18.85
SPXW241121C05925000,5925.0,0.0136986301369863,17.049999999999997
SPXW241121C05930000,5930.0,0.0136986301369863,15.35
SPXW241121C05940000,5940.0,0.0136986301369863,12.35
SPXW241121C05945000,5945.0,0.0136986301369863,11.0
SPXW241121C05950000,5950.0,0.0136986301369863,9.7
SPXW241121C05955000,5955.0,0.0136986301369863,8.600000000000001
SPXW241121C05960000,5960.0,0.0136986301369863,7.5
SPXW241121C05965000,5965.0,0.0136986301369863,6.6
SPXW241121C05970000,5970.0,0.0136986301369863,5.75
SPXW241121C05975000,5975.0,0.0136986301369863,4.95
SPXW241121C05980000,5980.0,0.0136986301369863,4.35
SPXW241121C05985000,5985.0,0.0136986301369863,3.75
SPXW241121C05990000,5990.0,0.0136986301369863,3.25
SPXW241121C05995000,5995.0,0.0136986301369863,2.775
SPXW241121C06000000,6000.0,0.0136986301369863,2.3499999999999996
SPXW241121C06005000,6005.0,0.0136986301369863,2.0
SPXW241121C06010000,6010.0,0.0136986301369863,1.7
SPXW241121C06015000,6015.0,0.0136986301369863,1.45
SPXW241121C06020000,6020.0,0.0136986301369863,1.2000000000000002
SPXW241121C06025000,6025.0,0.0136986301369863,1.05
SPXW241121C06030000,6030.0,0.0136986301369863,0.875
SPXW241121C06035000,6035.0,0.0136986301369863,0.725
SPXW241121C06040000,6040.0,0.0136986301369863,0.625
SPXW241121C06050000,6050.0,0.0136986301369863,0.475
SPXW241121C06055000,6055.0,0.0136986301369863,0.4
SPXW241121C06060000,6060.0,0.0136986301369863,0.35
SPXW241121C06070000,6070.0,0.0136986301369863,0.275
SPXW241121C06075000,6075.0,0.0136986301369863,0.275
SPXW241121C06080000,6080.0,0.0136986301369863,0.25
SPXW241121C06085000,6085.0,0.0136986301369863,0.22499999999999998
SPXW241121C06090000,6090.0,0.0136986301369863,0.22499999999999998
SPXW241121C06100000,6100.0,0.0136986301369863,0.19999999999999998
SPXW241121C06110000,6110.0,0.0136986301369863,0.19999999999999998
SPXW241121C06120000,6120.0,0.0136986301369863,0.19999999999999998
SPXW241121C06125000,6125.0,0.0136986301369863,0.175
