contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
SPXW241118P04600000,2024-11-15 21:01:11+00:00,4600.0,0.05,0.0,0.05,0.0,0.0,535.0,2602.0,1.3437532812499997,0.0,REGULAR,USD,2024-11-18
SPXW241118P04700000,2024-11-15 21:14:55+00:00,4700.0,0.05,0.0,0.1,0.0,0.0,6020.0,4144.0,1.2968785156249998,0.0,REGULAR,USD,2024-11-18
SPXW241118P04800000,2024-11-15 21:12:20+00:00,4800.0,0.05,0.0,0.1,0.0,0.0,780.0,4508.0,1.18359783203125,0.0,REGULAR,USD,2024-11-18
SPXW241118P04850000,2024-11-15 21:02:32+00:00,4850.0,0.05,0.0,0.15,-0.05,-50.0,157.0,5833.0,1.162113564453125,0.0,REGULAR,USD,2024-11-18
SPXW241118P04900000,2024-11-15 16:59:08+00:00,4900.0,0.07,0.0,0.15,-0.030000001,-30.000002,136.0,2054.0,1.1035201074218752,0.0,REGULAR,USD,2024-11-18
SPXW241118P04950000,2024-11-15 21:10:54+00:00,4950.0,0.07,0.0,0.15,-0.080000006,-53.333336,828.0,912.0,1.0468797656250002,0.0,REGULAR,USD,2024-11-18
SPXW241118P05000000,2024-11-15 21:12:36+00:00,5000.0,0.1,0.0,0.15,0.0,0.0,3753.0,4958.0,0.99023447265625,0.0,REGULAR,USD,2024-11-18
SPXW241118P05050000,2024-11-15 21:11:19+00:00,5050.0,0.1,0.0,0.15,0.0,0.0,4541.0,186.0,0.93164130859375,0.0,REGULAR,USD,2024-11-18
SPXW241118P05075000,2024-11-15 21:10:41+00:00,5075.0,0.08,0.0,0.15,-0.07000001,-46.66667,1902.0,317.0,0.90429783203125,0.0,REGULAR,USD,2024-11-18
SPXW241118P05100000,2024-11-15 21:10:54+00:00,5100.0,0.08,0.0,0.15,-0.07000001,-46.66667,1239.0,2699.0,0.87695435546875,0.0,REGULAR,USD,2024-11-18
SPXW241118P05125000,2024-11-15 21:07:52+00:00,5125.0,0.1,0.05,0.15,0.0,0.0,46.0,421.0,0.86914193359375,0.0,REGULAR,USD,2024-11-18
SPXW241118P05150000,2024-11-15 21:12:28+00:00,5150.0,0.1,0.05,0.15,0.0,0.0,806.0,1057.0,0.8398453515625,0.0,REGULAR,USD,2024-11-18
SPXW241118P05175000,2024-11-15 20:32:56+00:00,5175.0,0.1,0.05,0.2,0.0,0.0,8.0,163.0,0.8281267187499999,0.0,REGULAR,USD,2024-11-18
SPXW241118P05200000,2024-11-15 21:01:34+00:00,5200.0,0.1,0.05,0.2,-0.050000004,-33.333336,2973.0,2256.0,0.79883013671875,0.0,REGULAR,USD,2024-11-18
SPXW241118P05225000,2024-11-15 20:48:57+00:00,5225.0,0.1,0.05,0.2,-0.050000004,-33.333336,57.0,352.0,0.770510107421875,0.0,REGULAR,USD,2024-11-18
SPXW241118P05250000,2024-11-15 21:12:10+00:00,5250.0,0.1,0.1,0.2,-0.050000004,-33.333336,793.0,463.0,0.7539087109375,0.0,REGULAR,USD,2024-11-18
SPXW241118P05275000,2024-11-15 20:45:15+00:00,5275.0,0.12,0.05,0.2,-0.080000006,-40.000004,120.0,320.0,0.7128934960937501,0.0,REGULAR,USD,2024-11-18
SPXW241118P05300000,2024-11-15 21:14:27+00:00,5300.0,0.15,0.1,0.2,0.030000009,25.00001,1259.0,894.0,0.6953155468750001,0.0,REGULAR,USD,2024-11-18
SPXW241118P05325000,2024-11-15 21:14:04+00:00,5325.0,0.15,0.1,0.25,-0.049999997,-24.999998,52.0,1030.0,0.676761044921875,0.0,REGULAR,USD,2024-11-18
SPXW241118P05350000,2024-11-15 21:13:30+00:00,5350.0,0.15,0.1,0.25,-0.049999997,-24.999998,104.0,196.0,0.6469761865234375,0.0,REGULAR,USD,2024-11-18
SPXW241118P05370000,2024-11-15 21:05:39+00:00,5370.0,0.15,0.1,0.25,-0.06999999,-31.818178,286.0,130.0,0.62305064453125,0.0,REGULAR,USD,2024-11-18
SPXW241118P05375000,2024-11-15 21:07:30+00:00,5375.0,0.15,0.15,0.25,0.0,0.0,599.0,107.0,0.6259803027343751,0.0,REGULAR,USD,2024-11-18
SPXW241118P05380000,2024-11-15 21:13:05+00:00,5380.0,0.15,0.1,0.25,-0.099999994,-39.999996,236.0,297.0,0.6113320117187502,0.0,REGULAR,USD,2024-11-18
SPXW241118P05390000,2024-11-15 21:14:17+00:00,5390.0,0.2,0.1,0.25,0.0,0.0,262.0,235.0,0.5996133789062501,0.0,REGULAR,USD,2024-11-18
SPXW241118P05400000,2024-11-15 21:13:30+00:00,5400.0,0.2,0.15,0.25,0.1,100.0,1171.0,1865.0,0.5961954443359375,0.0,REGULAR,USD,2024-11-18
SPXW241118P05410000,2024-11-15 21:14:28+00:00,5410.0,0.2,0.15,0.3,0.049999997,33.333332,502.0,53.0,0.5913126806640626,0.0,REGULAR,USD,2024-11-18
SPXW241118P05420000,2024-11-15 21:14:55+00:00,5420.0,0.2,0.15,0.3,0.0,0.0,112.0,59.0,0.5795940478515625,0.0,REGULAR,USD,2024-11-18
SPXW241118P05425000,2024-11-15 21:13:10+00:00,5425.0,0.2,0.15,0.3,0.049999997,33.333332,337.0,70.0,0.5732464550781251,0.0,REGULAR,USD,2024-11-18
SPXW241118P05430000,2024-11-15 20:48:47+00:00,5430.0,0.17,0.15,0.3,-0.030000001,-15.000001,21.0,53.0,0.567387138671875,0.0,REGULAR,USD,2024-11-18
SPXW241118P05440000,2024-11-15 20:37:57+00:00,5440.0,0.2,0.15,0.3,0.0,0.0,140.0,84.0,0.5551802294921876,0.0,REGULAR,USD,2024-11-18
SPXW241118P05450000,2024-11-15 21:13:04+00:00,5450.0,0.2,0.15,0.3,0.0,0.0,12.0,1278.0,0.5434615966796876,0.0,REGULAR,USD,2024-11-18
SPXW241118P05460000,2024-11-15 21:13:10+00:00,5460.0,0.25,0.15,0.3,-0.050000012,-16.66667,187.0,142.0,0.5312546875,0.0,REGULAR,USD,2024-11-18
SPXW241118P05470000,2024-11-15 21:13:10+00:00,5470.0,0.25,0.2,0.35,-0.39999998,-61.53846,577.0,59.0,0.5307664111328125,0.0,REGULAR,USD,2024-11-18
SPXW241118P05475000,2024-11-15 21:13:04+00:00,5475.0,0.2,0.15,0.35,-0.049999997,-19.999998,224.0,797.0,0.5190477783203125,0.0,REGULAR,USD,2024-11-18
SPXW241118P05480000,2024-11-15 21:05:54+00:00,5480.0,0.2,0.15,0.35,-0.049999997,-19.999998,10.0,44.0,0.5131884619140624,0.0,REGULAR,USD,2024-11-18
SPXW241118P05485000,2024-11-15 21:10:07+00:00,5485.0,0.2,0.2,0.35,-0.049999997,-19.999998,200.0,132.0,0.5122119091796875,0.0,REGULAR,USD,2024-11-18
SPXW241118P05490000,2024-11-15 21:14:33+00:00,5490.0,0.25,0.2,0.35,0.0,0.0,159.0,32.0,0.5063525927734375,0.0,REGULAR,USD,2024-11-18
SPXW241118P05495000,2024-11-15 21:10:58+00:00,5495.0,0.2,0.2,0.35,-0.10000001,-33.333336,240.0,59.0,0.500005,0.0,REGULAR,USD,2024-11-18
SPXW241118P05500000,2024-11-15 21:14:46+00:00,5500.0,0.3,0.2,0.35,0.15,100.0,2480.0,1306.0,0.507817421875,0.0,REGULAR,USD,2024-11-18
SPXW241118P05510000,2024-11-15 20:41:35+00:00,5510.0,0.22,0.2,0.35,-0.08000001,-26.666672,28.0,99.0,0.4953663745117188,0.0,REGULAR,USD,2024-11-18
SPXW241118P05515000,2024-11-15 20:45:38+00:00,5515.0,0.25,0.2,0.4,-0.050000012,-16.66667,61.0,106.0,0.49707534179687507,0.0,REGULAR,USD,2024-11-18
SPXW241118P05520000,2024-11-15 21:13:04+00:00,5520.0,0.25,0.2,0.4,0.0,0.0,566.0,204.0,0.4907277490234375,0.0,REGULAR,USD,2024-11-18
SPXW241118P05525000,2024-11-15 21:00:27+00:00,5525.0,0.2,0.2,0.4,-0.049999997,-19.999998,107.0,47.0,0.48438015625,0.0,REGULAR,USD,2024-11-18
SPXW241118P05530000,2024-11-15 21:00:27+00:00,5530.0,0.2,0.25,0.4,-0.10000001,-33.333336,176.0,81.0,0.47803256347656253,0.0,REGULAR,USD,2024-11-18
SPXW241118P05535000,2024-11-15 18:59:14+00:00,5535.0,0.55,0.25,0.4,0.25,83.33333,10.0,155.0,0.4714408325195312,0.0,REGULAR,USD,2024-11-18
SPXW241118P05540000,2024-11-15 20:51:13+00:00,5540.0,0.25,0.25,0.4,-0.050000012,-16.66667,46.0,121.0,0.4650932397460938,0.0,REGULAR,USD,2024-11-18
SPXW241118P05545000,2024-11-15 21:07:23+00:00,5545.0,0.25,0.25,0.4,-0.050000012,-16.66667,150.0,207.0,0.4587456469726563,0.0,REGULAR,USD,2024-11-18
SPXW241118P05550000,2024-11-15 21:14:17+00:00,5550.0,0.3,0.25,0.45,0.0,0.0,886.0,2097.0,0.45898978515625005,0.0,REGULAR,USD,2024-11-18
SPXW241118P05555000,2024-11-15 21:07:45+00:00,5555.0,0.25,0.25,0.45,-0.050000012,-16.66667,401.0,119.0,0.45264219238281256,0.0,REGULAR,USD,2024-11-18
SPXW241118P05560000,2024-11-15 21:05:39+00:00,5560.0,0.25,0.25,0.45,-0.050000012,-16.66667,123.0,73.0,0.44605046142578125,0.0,REGULAR,USD,2024-11-18
SPXW241118P05565000,2024-11-15 21:09:01+00:00,5565.0,0.25,0.25,0.45,-0.15,-37.5,15.0,73.0,0.43970286865234376,0.0,REGULAR,USD,2024-11-18
SPXW241118P05570000,2024-11-15 21:12:23+00:00,5570.0,0.25,0.3,0.45,-0.050000012,-16.66667,645.0,65.0,0.4331111376953125,0.0,REGULAR,USD,2024-11-18
SPXW241118P05575000,2024-11-15 21:13:28+00:00,5575.0,0.3,0.3,0.45,0.0,0.0,152.0,408.0,0.42676354492187507,0.0,REGULAR,USD,2024-11-18
SPXW241118P05580000,2024-11-15 20:25:29+00:00,5580.0,0.25,0.3,0.45,-0.15,-37.5,65.0,188.0,0.42017181396484377,0.0,REGULAR,USD,2024-11-18
SPXW241118P05585000,2024-11-15 20:25:29+00:00,5585.0,0.25,0.3,0.5,-0.050000012,-16.66667,63.0,100.0,0.4194393994140625,0.0,REGULAR,USD,2024-11-18
SPXW241118P05590000,2024-11-15 21:09:56+00:00,5590.0,0.25,0.3,0.5,-0.099999994,-28.571426,745.0,102.0,0.4128476684570312,0.0,REGULAR,USD,2024-11-18
SPXW241118P05595000,2024-11-15 20:25:29+00:00,5595.0,0.27,0.3,0.5,-0.07999998,-22.857138,104.0,126.0,0.4062559375,0.0,REGULAR,USD,2024-11-18
SPXW241118P05600000,2024-11-15 21:14:27+00:00,5600.0,0.35,0.35,0.5,-0.050000012,-12.500003,597.0,1681.0,0.3996642065429688,0.0,REGULAR,USD,2024-11-18
SPXW241118P05605000,2024-11-15 21:14:14+00:00,5605.0,0.35,0.35,0.5,0.0,0.0,1096.0,125.0,0.3930724755859375,0.0,REGULAR,USD,2024-11-18
SPXW241118P05610000,2024-11-15 21:13:11+00:00,5610.0,0.3,0.35,0.55,-0.049999982,-14.285709,422.0,118.0,0.39160764648437496,0.0,REGULAR,USD,2024-11-18
SPXW241118P05615000,2024-11-15 21:08:13+00:00,5615.0,0.3,0.35,0.55,0.0,0.0,464.0,163.0,0.3850159155273437,0.0,REGULAR,USD,2024-11-18
SPXW241118P05620000,2024-11-15 21:01:50+00:00,5620.0,0.25,0.35,0.55,-0.099999994,-28.571426,251.0,93.0,0.3781800463867187,0.0,REGULAR,USD,2024-11-18
SPXW241118P05625000,2024-11-15 21:05:53+00:00,5625.0,0.35,0.35,0.45,0.0,0.0,511.0,377.0,0.36157864990234373,0.0,REGULAR,USD,2024-11-18
SPXW241118P05630000,2024-11-15 21:04:36+00:00,5630.0,0.33,0.4,0.55,-0.06999999,-17.499998,500.0,173.0,0.3648745153808594,0.0,REGULAR,USD,2024-11-18
SPXW241118P05635000,2024-11-15 21:09:49+00:00,5635.0,0.35,0.4,0.55,0.0,0.0,498.0,171.0,0.35816071533203125,0.0,REGULAR,USD,2024-11-18
SPXW241118P05640000,2024-11-15 21:10:05+00:00,5640.0,0.35,0.4,0.6,-0.050000012,-12.500003,307.0,87.0,0.35584140258789054,0.0,REGULAR,USD,2024-11-18
SPXW241118P05645000,2024-11-15 21:04:56+00:00,5645.0,0.35,0.4,0.6,-0.050000012,-12.500003,129.0,42.0,0.3490055334472656,0.0,REGULAR,USD,2024-11-18
SPXW241118P05650000,2024-11-15 21:09:33+00:00,5650.0,0.39,0.4,0.6,-0.01000002,-2.500005,2681.0,1007.0,0.34229173339843744,0.0,REGULAR,USD,2024-11-18
SPXW241118P05655000,2024-11-15 21:00:27+00:00,5655.0,0.25,0.45,0.6,-0.15,-37.5,553.0,160.0,0.3354558642578125,0.0,REGULAR,USD,2024-11-18
SPXW241118P05660000,2024-11-15 21:13:54+00:00,5660.0,0.45,0.45,0.6,0.099999994,28.571426,489.0,348.0,0.3286199951171874,0.0,REGULAR,USD,2024-11-18
SPXW241118P05665000,2024-11-15 21:11:29+00:00,5665.0,0.4,0.45,0.65,-0.099999994,-19.999998,775.0,236.0,0.32556826782226556,0.0,REGULAR,USD,2024-11-18
SPXW241118P05670000,2024-11-15 21:03:22+00:00,5670.0,0.4,0.45,0.65,0.0,0.0,544.0,148.0,0.31873239868164055,0.0,REGULAR,USD,2024-11-18
SPXW241118P05675000,2024-11-15 21:12:16+00:00,5675.0,0.45,0.45,0.65,0.049999982,12.499995,2341.0,629.0,0.3117744604492187,0.0,REGULAR,USD,2024-11-18
SPXW241118P05680000,2024-11-15 21:14:08+00:00,5680.0,0.5,0.5,0.65,0.0,0.0,1964.0,466.0,0.30493859130859374,0.0,REGULAR,USD,2024-11-18
SPXW241118P05685000,2024-11-15 21:00:25+00:00,5685.0,0.35,0.5,0.65,0.0,0.0,1029.0,111.0,0.29798065307617183,0.0,REGULAR,USD,2024-11-18
SPXW241118P05690000,2024-11-15 21:08:49+00:00,5690.0,0.5,0.5,0.7,0.099999994,24.999998,574.0,292.0,0.29431858032226554,0.0,REGULAR,USD,2024-11-18
SPXW241118P05695000,2024-11-15 21:06:54+00:00,5695.0,0.5,0.55,0.7,0.050000012,11.1111145,1563.0,1200.0,0.2872385729980468,0.0,REGULAR,USD,2024-11-18
SPXW241118P05700000,2024-11-15 21:13:54+00:00,5700.0,0.55,0.55,0.7,0.100000024,22.222229,3447.0,4521.0,0.2802806347656249,0.0,REGULAR,USD,2024-11-18
SPXW241118P05705000,2024-11-15 21:03:08+00:00,5705.0,0.5,0.55,0.75,-0.100000024,-16.66667,355.0,113.0,0.2761302856445312,0.0,REGULAR,USD,2024-11-18
SPXW241118P05710000,2024-11-15 21:02:35+00:00,5710.0,0.5,0.55,0.75,0.050000012,11.1111145,429.0,191.0,0.2690502783203125,0.0,REGULAR,USD,2024-11-18
SPXW241118P05715000,2024-11-15 21:13:40+00:00,5715.0,0.6,0.75,0.8,0.20000002,50.000008,773.0,540.0,0.264655791015625,0.0,REGULAR,USD,2024-11-18
SPXW241118P05720000,2024-11-15 21:09:50+00:00,5720.0,0.65,0.6,0.8,0.099999964,18.18181,1008.0,304.0,0.2574537145996094,0.0,REGULAR,USD,2024-11-18
SPXW241118P05725000,2024-11-15 21:07:43+00:00,5725.0,0.6,0.6,0.8,0.050000012,9.090911,1565.0,2445.0,0.25012956909179684,0.0,REGULAR,USD,2024-11-18
SPXW241118P05730000,2024-11-15 21:09:12+00:00,5730.0,0.65,0.6,0.8,0.099999964,18.18181,1495.0,387.0,0.24286645812988278,0.0,REGULAR,USD,2024-11-18
SPXW241118P05735000,2024-11-15 21:08:30+00:00,5735.0,0.65,0.65,0.85,0.24999997,62.499992,498.0,84.0,0.23804472900390622,0.0,REGULAR,USD,2024-11-18
SPXW241118P05740000,2024-11-15 21:07:49+00:00,5740.0,0.7,0.65,0.85,0.099999964,16.66666,1527.0,176.0,0.23059851440429688,0.0,REGULAR,USD,2024-11-18
SPXW241118P05745000,2024-11-15 21:11:15+00:00,5745.0,0.77,0.7,0.9,0.21999997,39.999996,1253.0,1995.0,0.2254716125488281,0.0,REGULAR,USD,2024-11-18
SPXW241118P05750000,2024-11-15 21:14:55+00:00,5750.0,0.8,0.75,0.85,0.19999999,33.333332,6764.0,5437.0,0.21576711975097657,0.0,REGULAR,USD,2024-11-18
SPXW241118P05755000,2024-11-15 21:14:46+00:00,5755.0,0.85,0.75,1.0,0.23000002,37.09678,1510.0,269.0,0.21448539428710936,0.0,REGULAR,USD,2024-11-18
SPXW241118P05760000,2024-11-15 21:13:30+00:00,5760.0,0.9,0.8,1.05,0.45,100.0,1532.0,206.0,0.2087481469726562,0.0,REGULAR,USD,2024-11-18
SPXW241118P05765000,2024-11-15 21:14:06+00:00,5765.0,1.0,0.9,1.1,0.3,42.857147,2838.0,205.0,0.20276676147460934,0.0,REGULAR,USD,2024-11-18
SPXW241118P05770000,2024-11-15 21:13:44+00:00,5770.0,1.06,0.95,1.2,0.47999996,82.75862,1544.0,152.0,0.198250205078125,0.0,REGULAR,USD,2024-11-18
SPXW241118P05775000,2024-11-15 21:14:54+00:00,5775.0,1.15,1.05,1.3,0.54999995,91.66666,6153.0,754.0,0.19342847595214846,0.0,REGULAR,USD,2024-11-18
SPXW241118P05780000,2024-11-15 21:14:44+00:00,5780.0,1.32,1.15,1.4,0.6,83.33333,3081.0,160.0,0.18817950500488279,0.0,REGULAR,USD,2024-11-18
SPXW241118P05785000,2024-11-15 21:14:47+00:00,5785.0,1.45,1.3,1.55,0.85,141.66666,2831.0,2096.0,0.18396812133789062,0.0,REGULAR,USD,2024-11-18
SPXW241118P05790000,2024-11-15 21:14:44+00:00,5790.0,1.62,1.45,1.7,1.12,224.0,2660.0,882.0,0.17920742675781248,0.0,REGULAR,USD,2024-11-18
SPXW241118P05795000,2024-11-15 21:14:14+00:00,5795.0,1.9,1.65,1.9,0.9,90.0,2206.0,252.0,0.17514862945556642,0.0,REGULAR,USD,2024-11-18
SPXW241118P05800000,2024-11-15 21:14:54+00:00,5800.0,2.05,1.85,2.2,1.3599999,197.10141,12396.0,2842.0,0.1724936267089844,0.0,REGULAR,USD,2024-11-18
SPXW241118P05805000,2024-11-15 21:14:54+00:00,5805.0,2.3,2.1,2.45,1.4,155.55556,2514.0,388.0,0.1680686221313477,0.0,REGULAR,USD,2024-11-18
SPXW241118P05810000,2024-11-15 21:14:58+00:00,5810.0,2.6,2.45,2.75,1.8499999,246.66664,5045.0,2096.0,0.1638267211914063,0.0,REGULAR,USD,2024-11-18
SPXW241118P05815000,2024-11-15 21:14:54+00:00,5815.0,3.0,2.75,3.2,1.9,172.72726,3371.0,907.0,0.16123275299072265,0.0,REGULAR,USD,2024-11-18
SPXW241118P05820000,2024-11-15 21:14:47+00:00,5820.0,3.5,3.1,3.6,2.35,204.34781,4580.0,1125.0,0.156884041595459,0.0,REGULAR,USD,2024-11-18
SPXW241118P05825000,2024-11-15 21:14:57+00:00,5825.0,3.88,4.0,4.1,2.5300002,187.40744,3073.0,1020.0,0.15302360656738284,0.0,REGULAR,USD,2024-11-18
SPXW241118P05830000,2024-11-15 21:14:57+00:00,5830.0,4.49,4.2,4.7,3.37,300.89288,13646.0,1342.0,0.14943782699584962,0.0,REGULAR,USD,2024-11-18
SPXW241118P05835000,2024-11-15 21:14:57+00:00,5835.0,5.11,4.9,5.4,3.8300002,299.21878,13199.0,485.0,0.1458825646972656,0.0,REGULAR,USD,2024-11-18
SPXW241118P05840000,2024-11-15 21:14:14+00:00,5840.0,6.11,5.6,6.2,4.2400002,226.738,12298.0,375.0,0.14220523330688478,0.0,REGULAR,USD,2024-11-18
SPXW241118P05845000,2024-11-15 21:14:48+00:00,5845.0,6.91,6.5,7.1,5.2599998,318.78784,4403.0,332.0,0.13826850509643557,0.0,REGULAR,USD,2024-11-18
SPXW241118P05850000,2024-11-15 21:14:48+00:00,5850.0,7.93,7.6,8.2,5.58,237.44681,8947.0,3777.0,0.1348505705261231,0.0,REGULAR,USD,2024-11-18
SPXW241118P05855000,2024-11-15 21:14:34+00:00,5855.0,9.22,8.8,9.2,6.6200004,254.6154,3071.0,476.0,0.12903703002929687,0.0,REGULAR,USD,2024-11-18
SPXW241118P05860000,2024-11-15 21:14:34+00:00,5860.0,10.63,10.2,10.8,7.53,242.90323,13018.0,1176.0,0.1268550450134277,0.0,REGULAR,USD,2024-11-18
SPXW241118P05865000,2024-11-15 21:14:49+00:00,5865.0,12.17,11.8,12.5,8.67,247.71428,4595.0,409.0,0.12360495544433595,0.0,REGULAR,USD,2024-11-18
SPXW241118P05870000,2024-11-15 21:14:26+00:00,5870.0,14.22,13.6,14.3,10.52,284.32437,17385.0,578.0,0.11917995086669922,0.0,REGULAR,USD,2024-11-18
SPXW241118P05875000,2024-11-15 21:14:59+00:00,5875.0,16.07,15.7,16.5,11.469999,249.34778,4227.0,897.0,0.11582305084228516,1.0,REGULAR,USD,2024-11-18
SPXW241118P05880000,2024-11-15 21:12:24+00:00,5880.0,18.66,18.1,18.9,13.61,269.50494,4819.0,557.0,0.11168796035766601,1.0,REGULAR,USD,2024-11-18
SPXW241118P05885000,2024-11-15 21:14:24+00:00,5885.0,21.6,19.7,22.5,16.0,285.71426,3600.0,582.0,0.11541106765747072,1.0,REGULAR,USD,2024-11-18
SPXW241118P05890000,2024-11-15 21:14:06+00:00,5890.0,24.54,21.3,25.5,18.37,297.73096,3759.0,638.0,0.11142856353759764,1.0,REGULAR,USD,2024-11-18
SPXW241118P05895000,2024-11-15 21:09:02+00:00,5895.0,26.53,25.6,28.9,19.43,273.66196,2866.0,678.0,0.10831580169677735,1.0,REGULAR,USD,2024-11-18
SPXW241118P05900000,2024-11-15 21:14:06+00:00,5900.0,31.15,29.0,32.5,22.84,274.8496,11386.0,9558.0,0.1040433834838867,1.0,REGULAR,USD,2024-11-18
SPXW241118P05905000,2024-11-15 21:13:40+00:00,5905.0,34.93,33.1,36.5,25.51,270.8068,2915.0,278.0,0.1010832080078125,1.0,REGULAR,USD,2024-11-18
SPXW241118P05910000,2024-11-15 21:14:24+00:00,5910.0,39.24,27.2,53.4,28.68,271.59088,1611.0,713.0,0.24100490447998046,1.0,REGULAR,USD,2024-11-18
SPXW241118P05915000,2024-11-15 20:55:39+00:00,5915.0,41.6,41.1,45.4,32.18,341.61365,1975.0,768.0,0.09961837890625,1.0,REGULAR,USD,2024-11-18
SPXW241118P05920000,2024-11-15 21:00:47+00:00,5920.0,44.36,45.3,49.4,30.34,216.40514,998.0,1171.0,0.0600679931640625,1.0,REGULAR,USD,2024-11-18
SPXW241118P05925000,2024-11-15 21:00:47+00:00,5925.0,48.79,48.8,53.5,33.72,223.75581,851.0,1093.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-18
SPXW241118P05930000,2024-11-15 21:14:30+00:00,5930.0,56.78,53.9,58.2,40.11,240.61191,3100.0,508.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-18
SPXW241118P05935000,2024-11-15 21:14:30+00:00,5935.0,61.43,58.9,62.9,41.84,213.57837,523.0,339.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-18
SPXW241118P05940000,2024-11-15 20:57:42+00:00,5940.0,69.4,51.3,79.2,47.56,217.76556,791.0,536.0,0.27378045562744135,1.0,REGULAR,USD,2024-11-18
SPXW241118P05945000,2024-11-15 21:14:49+00:00,5945.0,70.92,68.9,73.1,46.68,192.57428,838.0,336.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-18
SPXW241118P05950000,2024-11-15 21:14:06+00:00,5950.0,75.6,72.4,77.5,48.78,181.87918,7420.0,4565.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-18
SPXW241118P05955000,2024-11-15 21:03:48+00:00,5955.0,77.8,63.5,95.6,49.300003,172.98247,362.0,534.0,0.3242865423583984,1.0,REGULAR,USD,2024-11-18
SPXW241118P05960000,2024-11-15 21:03:10+00:00,5960.0,82.66,68.5,100.5,52.660004,175.53334,507.0,930.0,0.33444879425048823,1.0,REGULAR,USD,2024-11-18
SPXW241118P05965000,2024-11-15 21:05:51+00:00,5965.0,89.23,86.8,92.2,60.33,208.75432,443.0,383.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-18
SPXW241118P05970000,2024-11-15 21:05:51+00:00,5970.0,94.33,93.1,97.4,57.440002,155.70616,402.0,392.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-18
SPXW241118P05975000,2024-11-15 20:37:26+00:00,5975.0,108.99,92.8,112.4,69.42999,175.50552,295.0,838.0,0.32758240783691406,1.0,REGULAR,USD,2024-11-18
SPXW241118P05980000,2024-11-15 21:07:45+00:00,5980.0,103.92,103.5,107.8,60.71,140.4999,335.0,504.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-18
SPXW241118P05985000,2024-11-15 21:08:13+00:00,5985.0,108.5,108.3,112.2,60.71,127.034935,224.0,362.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-18
SPXW241118P05990000,2024-11-15 21:00:44+00:00,5990.0,113.92,113.0,117.2,69.22,154.8546,387.0,317.0,1.0000000000000003e-05,1.0,REGULAR,USD,2024-11-18
